atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,,No Adm2,88800,97797.13091100402,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,,No Adm2,148742,160811.88922894138,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,,No Adm2,365517,283033.9626340852,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,,No Adm2,111040,50031.8302823081,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,,No Adm2,113200,432888.5954729827,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,,No Adm2,70087,38800.621772745755,"{0: 11177, 1: 82735}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Bras-Panon,REU.1.1_1,14758,228101.85305496457,{1: 14758}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,La Plaine-des-Palmistes,REU.1.2_1,7814,13809.02637923438,"{0: 6310, 1: 1504}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-André,REU.1.3_1,65199,1884422.9652188472,{1: 65199}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-Benoît,REU.1.4_1,38118,1280608.3417341372,"{0: 5224, 1: 32894}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Sainte-Rose,REU.1.5_1,7056,156343.8742310353,"{0: 867, 1: 6189}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Salazie,REU.1.6_1,7502,34621.25204863184,"{0: 5201, 1: 2301}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,La Possession,REU.2.1_1,29710,1082528.267163533,"{0: 22478, 1: 7232}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Le Port,REU.2.2_1,38185,1687734.63245492,"{0: 26976, 1: 11209}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Saint-Denis,REU.2.3_1,161783,1465762.4637577327,"{0: 2817, 1: 158966}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Marie,REU.2.4_1,35189,1039977.6529962606,"{0: 31, 1: 35158}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Suzanne,REU.2.5_1,29289,1719277.708465173,{1: 29289}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,L'Étang-Salé,REU.3.1_1,7779,718.5852365170022,{0: 7779}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Avirons,REU.3.2_1,3918,1279.2064235611904,"{0: 3895, 1: 23}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Trois-Bassins,REU.3.3_1,7678,2869.4508214350744,"{0: 7513, 1: 165}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Leu,REU.3.4_1,25311,11031.815487796019,"{0: 24543, 1: 768}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Paul,REU.3.5_1,92542,1887356.6577672139,"{0: 89353, 1: 3189}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Cilaos,REU.4.1_1,6009,50763.803663308405,"{0: 1469, 1: 4540}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,L'Entre-Deux,REU.4.2_1,4748,4065.497377593714,"{0: 4196, 1: 552}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Le Tampon,REU.4.3_1,16011,15663.590724788912,"{0: 11284, 1: 4727}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Petite-Île,REU.4.4_1,7432,179.98496347074234,{0: 7432}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Joseph,REU.4.5_1,16869,7257.947939480871,"{0: 16394, 1: 475}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Louis,REU.4.6_1,15990,7660.293237660025,"{0: 14178, 1: 1812}"
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Philippe,REU.4.7_1,5213,444.4723811360134,{0: 5213}
SH132022,2022-02-25 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Pierre,REU.4.8_1,4927,306.0570182457708,{0: 4927}
